"id";"categoria";"subtema";"perfil_usuario";"pergunta";"resposta";"canal_sugerido";"prioridade"
"FAQ-0346";"Segunda Via e Cartao Fisico";"substituicao por fraude";"trabalhador que usa integracao";"Quanto tempo leva para sair a segunda via? Sou trabalhador que usa integracao e o caso envolve substituicao por fraude. Nao sei se foi erro ou fraude.";"Mesmo quando a causa e operacional, um cartao danificado ou comprometido pode precisar ser substituido para evitar novas falhas de uso. Para esse tipo de situacao (substituicao por fraude), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0347";"Segunda Via e Cartao Fisico";"substituicao por fraude";"titular com deslocamento recorrente";"Se o cartao foi danificado, preciso provar o defeito? Sou titular com deslocamento recorrente e o caso envolve substituicao por fraude. Quero uma orientacao clara para nao perder o beneficio.";"Em casos de perda, roubo ou dano fisico, a orientacao e bloquear imediatamente e solicitar a segunda via conforme o canal disponivel para o seu perfil. Para esse tipo de situacao (substituicao por fraude), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0348";"Segunda Via e Cartao Fisico";"substituicao por fraude";"beneficiario de gratuidade";"Fraude confirmada sempre exige novo cartao? Sou beneficiario de gratuidade e o caso envolve substituicao por fraude. Estou tentando entender antes de usar novamente.";"Quando ha suspeita de fraude ou clonagem, a segunda via costuma ser a medida mais segura para preservar o beneficio do titular. Para esse tipo de situacao (substituicao por fraude), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0349";"Segunda Via e Cartao Fisico";"substituicao por fraude";"trabalhador que usa integracao";"Como acompanhar o pedido de segunda via? Sou trabalhador que usa integracao e o caso envolve substituicao por fraude. Nao sei se foi erro ou fraude.";"A migracao de saldo e analisada conforme a situacao do cartao anterior e o tipo de beneficio. Por isso vale confirmar essa etapa no momento da solicitacao. Para esse tipo de situacao (substituicao por fraude), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0350";"Segunda Via e Cartao Fisico";"substituicao por fraude";"titular com deslocamento recorrente";"Posso continuar usando o cartao antigo ate a troca? Sou titular com deslocamento recorrente e o caso envolve substituicao por fraude. Quero uma orientacao clara para nao perder o beneficio.";"Se o cartao estiver fisicamente comprometido, o desbloqueio nao resolve. Nesses casos, a substituicao e o procedimento mais adequado. Para esse tipo de situacao (substituicao por fraude), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0351";"Segunda Via e Cartao Fisico";"migracao de saldo";"trabalhador que usa integracao";"Perdi meu cartao. Como bloquear e pedir segunda via? Sou trabalhador que usa integracao e o caso envolve migracao de saldo. Nao sei se foi erro ou fraude.";"Em casos de perda, roubo ou dano fisico, a orientacao e bloquear imediatamente e solicitar a segunda via conforme o canal disponivel para o seu perfil. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0352";"Segunda Via e Cartao Fisico";"migracao de saldo";"titular com deslocamento recorrente";"Roubaram meu cartao. O que devo fazer agora? Sou titular com deslocamento recorrente e o caso envolve migracao de saldo. Quero uma orientacao clara para nao perder o beneficio.";"Quando ha suspeita de fraude ou clonagem, a segunda via costuma ser a medida mais segura para preservar o beneficio do titular. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0353";"Segunda Via e Cartao Fisico";"migracao de saldo";"beneficiario de gratuidade";"Meu cartao quebrou e nao le mais. Como substituo? Sou beneficiario de gratuidade e o caso envolve migracao de saldo. Estou tentando entender antes de usar novamente.";"A migracao de saldo e analisada conforme a situacao do cartao anterior e o tipo de beneficio. Por isso vale confirmar essa etapa no momento da solicitacao. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0354";"Segunda Via e Cartao Fisico";"migracao de saldo";"trabalhador que usa integracao";"Quando vale pedir segunda via em vez de desbloqueio? Sou trabalhador que usa integracao e o caso envolve migracao de saldo. Nao sei se foi erro ou fraude.";"Se o cartao estiver fisicamente comprometido, o desbloqueio nao resolve. Nesses casos, a substituicao e o procedimento mais adequado. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0355";"Segunda Via e Cartao Fisico";"migracao de saldo";"titular com deslocamento recorrente";"O saldo vai para o novo cartao? Sou titular com deslocamento recorrente e o caso envolve migracao de saldo. Quero uma orientacao clara para nao perder o beneficio.";"O prazo pode variar conforme o canal e o tipo de cartao, mas o atendimento informa a expectativa e os requisitos para retirada ou entrega. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0356";"Segunda Via e Cartao Fisico";"migracao de saldo";"beneficiario de gratuidade";"Quanto tempo leva para sair a segunda via? Sou beneficiario de gratuidade e o caso envolve migracao de saldo. Estou tentando entender antes de usar novamente.";"Mesmo quando a causa e operacional, um cartao danificado ou comprometido pode precisar ser substituido para evitar novas falhas de uso. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0357";"Segunda Via e Cartao Fisico";"migracao de saldo";"trabalhador que usa integracao";"Se o cartao foi danificado, preciso provar o defeito? Sou trabalhador que usa integracao e o caso envolve migracao de saldo. Nao sei se foi erro ou fraude.";"Em casos de perda, roubo ou dano fisico, a orientacao e bloquear imediatamente e solicitar a segunda via conforme o canal disponivel para o seu perfil. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0358";"Segunda Via e Cartao Fisico";"migracao de saldo";"titular com deslocamento recorrente";"Fraude confirmada sempre exige novo cartao? Sou titular com deslocamento recorrente e o caso envolve migracao de saldo. Quero uma orientacao clara para nao perder o beneficio.";"Quando ha suspeita de fraude ou clonagem, a segunda via costuma ser a medida mais segura para preservar o beneficio do titular. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0359";"Segunda Via e Cartao Fisico";"migracao de saldo";"beneficiario de gratuidade";"Como acompanhar o pedido de segunda via? Sou beneficiario de gratuidade e o caso envolve migracao de saldo. Estou tentando entender antes de usar novamente.";"A migracao de saldo e analisada conforme a situacao do cartao anterior e o tipo de beneficio. Por isso vale confirmar essa etapa no momento da solicitacao. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0360";"Segunda Via e Cartao Fisico";"migracao de saldo";"trabalhador que usa integracao";"Posso continuar usando o cartao antigo ate a troca? Sou trabalhador que usa integracao e o caso envolve migracao de saldo. Nao sei se foi erro ou fraude.";"Se o cartao estiver fisicamente comprometido, o desbloqueio nao resolve. Nesses casos, a substituicao e o procedimento mais adequado. Para esse tipo de situacao (migracao de saldo), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0361";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"beneficiario de gratuidade";"Como atualizar meus dados cadastrais do cartao? Sou beneficiario de gratuidade e o caso envolve dados desatualizados. Estou tentando entender antes de usar novamente.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0362";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"trabalhador que usa integracao";"Quais dados podem ser pedidos na validacao de titularidade? Sou trabalhador que usa integracao e o caso envolve dados desatualizados. Nao sei se foi erro ou fraude.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0363";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"titular com deslocamento recorrente";"Posso acompanhar um protocolo de analise? Sou titular com deslocamento recorrente e o caso envolve dados desatualizados. Quero uma orientacao clara para nao perder o beneficio.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0364";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"beneficiario de gratuidade";"Como pedir revisao de um bloqueio que considero indevido? Sou beneficiario de gratuidade e o caso envolve dados desatualizados. Estou tentando entender antes de usar novamente.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0365";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"trabalhador que usa integracao";"Quais documentos costumam ser solicitados em casos de fraude? Sou trabalhador que usa integracao e o caso envolve dados desatualizados. Nao sei se foi erro ou fraude.";"Mudancas de contato nao costumam causar bloqueio sozinhas, mas manter o cadastro atualizado facilita receber alertas e retornar rapidamente ao uso regular. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0366";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"titular com deslocamento recorrente";"Como saber se meu cadastro esta causando problema no cartao? Sou titular com deslocamento recorrente e o caso envolve dados desatualizados. Quero uma orientacao clara para nao perder o beneficio.";"Quando a validacao nao e concluida, o atendimento orienta os proximos passos, que podem incluir nova tentativa, envio complementar de documentos ou comparecimento presencial. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0367";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"beneficiario de gratuidade";"Mudanca de telefone ou email interfere no atendimento? Sou beneficiario de gratuidade e o caso envolve dados desatualizados. Estou tentando entender antes de usar novamente.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0368";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"trabalhador que usa integracao";"O que acontece se eu nao conseguir validar meus dados? Sou trabalhador que usa integracao e o caso envolve dados desatualizados. Nao sei se foi erro ou fraude.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0369";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"titular com deslocamento recorrente";"Existe prazo para responder a uma solicitacao do atendimento? Sou titular com deslocamento recorrente e o caso envolve dados desatualizados. Quero uma orientacao clara para nao perder o beneficio.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0370";"Cadastro, Titularidade e Atendimento";"dados desatualizados";"beneficiario de gratuidade";"Como registrar uma reclamacao formal sobre o cartao? Sou beneficiario de gratuidade e o caso envolve dados desatualizados. Estou tentando entender antes de usar novamente.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (dados desatualizados), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0371";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"titular com deslocamento recorrente";"Como atualizar meus dados cadastrais do cartao? Sou titular com deslocamento recorrente e o caso envolve validacao de titularidade. Quero uma orientacao clara para nao perder o beneficio.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0372";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"beneficiario de gratuidade";"Quais dados podem ser pedidos na validacao de titularidade? Sou beneficiario de gratuidade e o caso envolve validacao de titularidade. Estou tentando entender antes de usar novamente.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0373";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"trabalhador que usa integracao";"Posso acompanhar um protocolo de analise? Sou trabalhador que usa integracao e o caso envolve validacao de titularidade. Nao sei se foi erro ou fraude.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0374";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"titular com deslocamento recorrente";"Como pedir revisao de um bloqueio que considero indevido? Sou titular com deslocamento recorrente e o caso envolve validacao de titularidade. Quero uma orientacao clara para nao perder o beneficio.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0375";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"beneficiario de gratuidade";"Quais documentos costumam ser solicitados em casos de fraude? Sou beneficiario de gratuidade e o caso envolve validacao de titularidade. Estou tentando entender antes de usar novamente.";"Mudancas de contato nao costumam causar bloqueio sozinhas, mas manter o cadastro atualizado facilita receber alertas e retornar rapidamente ao uso regular. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0376";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"trabalhador que usa integracao";"Como saber se meu cadastro esta causando problema no cartao? Sou trabalhador que usa integracao e o caso envolve validacao de titularidade. Nao sei se foi erro ou fraude.";"Quando a validacao nao e concluida, o atendimento orienta os proximos passos, que podem incluir nova tentativa, envio complementar de documentos ou comparecimento presencial. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0377";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"titular com deslocamento recorrente";"Mudanca de telefone ou email interfere no atendimento? Sou titular com deslocamento recorrente e o caso envolve validacao de titularidade. Quero uma orientacao clara para nao perder o beneficio.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0378";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"beneficiario de gratuidade";"O que acontece se eu nao conseguir validar meus dados? Sou beneficiario de gratuidade e o caso envolve validacao de titularidade. Estou tentando entender antes de usar novamente.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0379";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"trabalhador que usa integracao";"Existe prazo para responder a uma solicitacao do atendimento? Sou trabalhador que usa integracao e o caso envolve validacao de titularidade. Nao sei se foi erro ou fraude.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0380";"Cadastro, Titularidade e Atendimento";"validacao de titularidade";"titular com deslocamento recorrente";"Como registrar uma reclamacao formal sobre o cartao? Sou titular com deslocamento recorrente e o caso envolve validacao de titularidade. Quero uma orientacao clara para nao perder o beneficio.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (validacao de titularidade), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0381";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"trabalhador que usa integracao";"Como atualizar meus dados cadastrais do cartao? Sou trabalhador que usa integracao e o caso envolve mudanca de cadastro. Nao sei se foi erro ou fraude.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0382";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"titular com deslocamento recorrente";"Quais dados podem ser pedidos na validacao de titularidade? Sou titular com deslocamento recorrente e o caso envolve mudanca de cadastro. Quero uma orientacao clara para nao perder o beneficio.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0383";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"beneficiario de gratuidade";"Posso acompanhar um protocolo de analise? Sou beneficiario de gratuidade e o caso envolve mudanca de cadastro. Estou tentando entender antes de usar novamente.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0384";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"trabalhador que usa integracao";"Como pedir revisao de um bloqueio que considero indevido? Sou trabalhador que usa integracao e o caso envolve mudanca de cadastro. Nao sei se foi erro ou fraude.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0385";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"titular com deslocamento recorrente";"Quais documentos costumam ser solicitados em casos de fraude? Sou titular com deslocamento recorrente e o caso envolve mudanca de cadastro. Quero uma orientacao clara para nao perder o beneficio.";"Mudancas de contato nao costumam causar bloqueio sozinhas, mas manter o cadastro atualizado facilita receber alertas e retornar rapidamente ao uso regular. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0386";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"beneficiario de gratuidade";"Como saber se meu cadastro esta causando problema no cartao? Sou beneficiario de gratuidade e o caso envolve mudanca de cadastro. Estou tentando entender antes de usar novamente.";"Quando a validacao nao e concluida, o atendimento orienta os proximos passos, que podem incluir nova tentativa, envio complementar de documentos ou comparecimento presencial. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0387";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"trabalhador que usa integracao";"Mudanca de telefone ou email interfere no atendimento? Sou trabalhador que usa integracao e o caso envolve mudanca de cadastro. Nao sei se foi erro ou fraude.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0388";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"titular com deslocamento recorrente";"O que acontece se eu nao conseguir validar meus dados? Sou titular com deslocamento recorrente e o caso envolve mudanca de cadastro. Quero uma orientacao clara para nao perder o beneficio.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0389";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"beneficiario de gratuidade";"Existe prazo para responder a uma solicitacao do atendimento? Sou beneficiario de gratuidade e o caso envolve mudanca de cadastro. Estou tentando entender antes de usar novamente.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0390";"Cadastro, Titularidade e Atendimento";"mudanca de cadastro";"trabalhador que usa integracao";"Como registrar uma reclamacao formal sobre o cartao? Sou trabalhador que usa integracao e o caso envolve mudanca de cadastro. Nao sei se foi erro ou fraude.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (mudanca de cadastro), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0391";"Cadastro, Titularidade e Atendimento";"revisao de analise";"beneficiario de gratuidade";"Como atualizar meus dados cadastrais do cartao? Sou beneficiario de gratuidade e o caso envolve revisao de analise. Estou tentando entender antes de usar novamente.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0392";"Cadastro, Titularidade e Atendimento";"revisao de analise";"trabalhador que usa integracao";"Quais dados podem ser pedidos na validacao de titularidade? Sou trabalhador que usa integracao e o caso envolve revisao de analise. Nao sei se foi erro ou fraude.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0393";"Cadastro, Titularidade e Atendimento";"revisao de analise";"titular com deslocamento recorrente";"Posso acompanhar um protocolo de analise? Sou titular com deslocamento recorrente e o caso envolve revisao de analise. Quero uma orientacao clara para nao perder o beneficio.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0394";"Cadastro, Titularidade e Atendimento";"revisao de analise";"beneficiario de gratuidade";"Como pedir revisao de um bloqueio que considero indevido? Sou beneficiario de gratuidade e o caso envolve revisao de analise. Estou tentando entender antes de usar novamente.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0395";"Cadastro, Titularidade e Atendimento";"revisao de analise";"trabalhador que usa integracao";"Quais documentos costumam ser solicitados em casos de fraude? Sou trabalhador que usa integracao e o caso envolve revisao de analise. Nao sei se foi erro ou fraude.";"Mudancas de contato nao costumam causar bloqueio sozinhas, mas manter o cadastro atualizado facilita receber alertas e retornar rapidamente ao uso regular. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0396";"Cadastro, Titularidade e Atendimento";"revisao de analise";"titular com deslocamento recorrente";"Como saber se meu cadastro esta causando problema no cartao? Sou titular com deslocamento recorrente e o caso envolve revisao de analise. Quero uma orientacao clara para nao perder o beneficio.";"Quando a validacao nao e concluida, o atendimento orienta os proximos passos, que podem incluir nova tentativa, envio complementar de documentos ou comparecimento presencial. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0397";"Cadastro, Titularidade e Atendimento";"revisao de analise";"beneficiario de gratuidade";"Mudanca de telefone ou email interfere no atendimento? Sou beneficiario de gratuidade e o caso envolve revisao de analise. Estou tentando entender antes de usar novamente.";"Dados cadastrais corretos agilizam a validacao de titularidade e a comunicacao em caso de bloqueio, fraude ou necessidade de revisao. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
"FAQ-0398";"Cadastro, Titularidade e Atendimento";"revisao de analise";"trabalhador que usa integracao";"O que acontece se eu nao conseguir validar meus dados? Sou trabalhador que usa integracao e o caso envolve revisao de analise. Nao sei se foi erro ou fraude.";"Em analises antifraude, o atendimento pode pedir confirmacao de dados pessoais, documentos e informacoes sobre o uso recente do cartao. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar app e confirmar o historico recente do cartao antes de tentar novo uso.";"App";"Media"
"FAQ-0399";"Cadastro, Titularidade e Atendimento";"revisao de analise";"titular com deslocamento recorrente";"Existe prazo para responder a uma solicitacao do atendimento? Sou titular com deslocamento recorrente e o caso envolve revisao de analise. Quero uma orientacao clara para nao perder o beneficio.";"Acompanhar o protocolo ajuda a entender em que etapa o caso esta: monitoramento, validacao, analise humana ou conclusao. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0400";"Cadastro, Titularidade e Atendimento";"revisao de analise";"beneficiario de gratuidade";"Como registrar uma reclamacao formal sobre o cartao? Sou beneficiario de gratuidade e o caso envolve revisao de analise. Estou tentando entender antes de usar novamente.";"Se o usuario considerar o bloqueio indevido, ele pode solicitar revisao apresentando contexto e confirmando que as transacoes contestadas nao representam seu uso normal. Para esse tipo de situacao (revisao de analise), a orientacao mais segura e consultar site e confirmar o historico recente do cartao antes de tentar novo uso.";"Site";"Media"
